epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,1756.13,0.50314,0.31657,0.81857,0.80911,0.62474,0.62992,0.4128,4.18736,3.74211,4.39739,0.000127467,0.000127467,0.000127467
186,1759.53,0.57356,0.3623,0.79506,0.81632,0.63127,0.64565,0.41112,4.18797,3.73329,4.42883,0.000120393,0.000120393,0.000120393
187,1762.93,0.54177,0.36702,0.79114,0.81632,0.63127,0.64565,0.41112,4.18797,3.73329,4.42883,0.00011332,0.00011332,0.00011332
188,1766.31,0.59943,0.36015,0.82367,0.81612,0.62929,0.64594,0.41088,4.18981,3.72082,4.45609,0.000106246,0.000106246,0.000106246
189,1769.63,0.56538,0.36177,0.85061,0.81612,0.62929,0.64594,0.41088,4.18981,3.72082,4.45609,9.91726e-05,9.91726e-05,9.91726e-05
190,1772.99,0.54968,0.31659,0.84594,0.81587,0.62645,0.64888,0.41126,4.19078,3.71872,4.4786,9.20991e-05,9.20991e-05,9.20991e-05
191,1787,0.62935,0.35786,0.8216,0.81587,0.62645,0.64888,0.41126,4.19078,3.71872,4.4786,8.50255e-05,8.50255e-05,8.50255e-05
192,1791.01,0.55213,0.33817,0.77565,0.80859,0.62529,0.64743,0.4119,4.19718,3.73163,4.50386,7.7952e-05,7.7952e-05,7.7952e-05
193,1794.72,0.6254,0.38982,0.82164,0.80859,0.62529,0.64743,0.4119,4.19718,3.73163,4.50386,7.08784e-05,7.08784e-05,7.08784e-05
194,1798.45,0.52285,0.34277,0.81626,0.86058,0.56754,0.63093,0.41022,4.22478,3.75126,4.52698,6.38049e-05,6.38049e-05,6.38049e-05
195,1802,0.64172,0.36923,0.8534,0.86058,0.56754,0.63093,0.41022,4.22478,3.75126,4.52698,5.67313e-05,5.67313e-05,5.67313e-05
196,1805.62,0.67216,0.41968,0.78246,0.86027,0.56758,0.62956,0.40907,4.2264,3.77081,4.50947,4.96578e-05,4.96578e-05,4.96578e-05
197,1809.14,0.58322,0.35685,0.79423,0.86027,0.56758,0.62956,0.40907,4.2264,3.77081,4.50947,4.25842e-05,4.25842e-05,4.25842e-05
198,1812.58,0.49032,0.30955,0.84803,0.85205,0.56664,0.62779,0.40743,4.23498,3.78958,4.51376,3.55107e-05,3.55107e-05,3.55107e-05
199,1816.03,0.46355,0.35819,0.81595,0.85205,0.56664,0.62779,0.40743,4.23498,3.78958,4.51376,2.84371e-05,2.84371e-05,2.84371e-05
200,1819.54,0.92645,0.56348,0.91122,0.86862,0.58037,0.62358,0.40414,4.2213,3.82279,4.49522,2.13636e-05,2.13636e-05,2.13636e-05
